-0.19209,0
1.052552,0
0.994509,2
0.974599,2
1.14947,2
1.20354,2
1.118848,2
1.004516,2
1.230618,2
1.182409,2
1.019015,2
1.015674,1
1.189206,1
1.215984,2
1.122418,2
1.077126,2
1.182394,2
1.225527,2
1.185959,2
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1.160879,2
1.380224,2
1.77449,2
2.097832,2
1.813376,2
1.70154,2
1.7778,2
1.553429,2
1.618559,2
1.727135,3
1.745023,3
1.723101,2
1.931324,2
1.819629,2
1.931742,2
1.959513,2
1.87974,2
1.635264,2
1.76841,3
1.644037,3
1.684864,2
1.894644,2
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1.856425,2
2.011018,2
1.98779,2
2.353545,2
2.365977,2
2.142914,3
2.252821,3
0.962012,3
2.035694,3
2.237004,4
2.370198,4
2.369027,2
2.296524,2
2.238068,2
2.415068,3
2.715207,3
2.809067,3
2.566839,3
2.618712,3
2.19188,2
2.47177,2
2.343026,2
2.086613,3
2.205302,3
2.620344,3
2.65045,3
2.800786,3
